Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubclass_category,TotalBath,TotalPorchSF,TotalQual,BsmtTotalQual,BsmtQualFin_1and2,HasWoodDeckSF,HasTotalPorchSF
101,20,40,9.268892258925797,2,20,20,5,3,15,3,5,1977,2001,6,3,3,6,1200,2,0,410,1610,4,1,5,7.383989457978509,8,2,2,3,5.123963979403259,2,2010,7,5,12.230765258120545,30,3.0,4.219507705176107,379,13.214773432650528,314.1816377898206,1,1
102,60,40,9.127610724377186,2,10,20,5,3,13,3,7,1985,1985,3,4,3,2,0,2,0,741,741,3,1,5,7.4570320891223805,8,1,2,3,5.2574953720277815,6,2010,7,5,12.089538829274222,30,2.5,3.828641396489095,358,11.001347708894878,0.0,1,1
103,90,40,8.85623355614316,2,10,10,5,3,13,5,5,1979,1979,5,3,3,2,0,2,0,0,0,3,1,5,7.336285660021297,8,0,2,3,0.0,6,2009,7,4,11.686576205316552,10,2.0,0.0,242,9.0,0.0,0,0
104,20,40,9.249753374333018,2,20,20,2,3,17,3,5,2009,2009,6,4,3,2,0,2,0,1226,1226,5,1,5,7.111512116496157,8,0,3,3,0.0,5,2010,7,5,12.200557464842063,30,2.0,3.58351893845611,344,11.00081499592502,0.0,0,1
105,50,20,8.956479847999912,2,10,20,2,3,2,3,2,1931,1950,6,3,3,3,224,2,0,816,1040,5,1,2,7.505492274737424,8,2,1,3,0.0,6,2007,7,5,12.040608205802641,30,1.5,5.214935757608986,257,8.861671469740635,112.8921742554496,0,1
106,60,50,9.14580185083861,2,10,20,5,3,21,3,7,2003,2004,6,5,3,2,0,2,0,1053,1053,5,1,5,7.596894438144544,8,1,2,3,4.941642422609304,8,2008,7,5,12.429216196844383,30,2.5,3.8066624897703196,408,14.000948766603415,0.0,1,1
107,30,20,9.287301413112312,2,10,20,5,3,4,3,5,1885,1995,2,2,3,2,0,2,0,641,641,4,1,5,6.953684210870537,8,0,1,1,0.0,8,2007,7,5,11.512925464970229,10,1.0,0.0,296,5.001557632398754,0.0,0,0
108,20,20,8.699514748210191,2,10,20,5,3,4,3,5,1948,1950,3,3,3,6,104,5,169,516,789,5,1,5,6.670766320845874,8,0,1,3,0.0,4,2008,7,6,11.652687407345388,30,1.0,0.0,281,10.20632911392405,357.63934256495713,0,0
109,50,20,9.047821442478408,2,10,20,2,3,2,3,2,1919,2005,3,3,3,2,0,2,0,793,793,3,0,2,7.324489979348532,8,0,0,1,0.0,8,2007,7,5,11.652687407345388,30,2.0,4.969813299576001,318,8.001259445843829,0.0,0,1
110,20,40,9.371693622333941,2,20,20,5,3,15,3,5,1977,1977,3,4,3,5,705,2,0,1139,1844,5,1,5,7.519692404116539,8,1,2,3,0.0,1,2010,3,5,12.154779351142624,30,2.0,4.804021044733257,336,13.293224932249322,246.64922593087098,0,1
111,50,40,9.161675199994901,2,10,20,5,3,5,3,2,1954,1972,3,3,2,4,444,2,0,550,994,4,1,5,7.5256399750415355,8,0,1,3,5.204006687076795,10,2006,7,5,11.82700601127654,30,2.0,0.0,276,7.232160804020101,168.37375184750644,1,0
112,80,40,8.955448122347393,2,20,20,5,3,14,3,6,2000,2000,6,4,3,7,250,2,0,134,384,5,1,5,7.265429723253953,8,1,2,3,5.19295685089021,4,2010,7,5,12.100712129872347,20,2.5,0.0,331,16.197402597402597,230.26056115164997,1,0
113,60,40,9.206834232646894,2,10,20,5,3,17,3,7,2007,2007,6,5,3,7,984,2,0,280,1264,5,1,5,7.899524472032198,8,1,3,3,4.787491742782046,10,2007,9,6,12.858319703517948,30,3.5,5.863631175598097,396,20.223715415019765,344.6306470666612,1,1
114,20,40,9.95227771670556,2,10,10,2,3,19,3,5,1953,1953,3,4,3,6,35,4,869,905,1809,3,1,5,7.7226775164680035,8,2,2,3,5.111987788356544,10,2007,3,2,12.287652632522597,30,3.0,5.7430031878094825,358,13.536464088397791,364.36571285948634,1,1
115,70,40,8.889997357284841,2,20,20,5,2,19,3,7,1945,2002,3,3,3,6,774,3,150,104,1028,5,1,5,7.749322464660356,8,1,1,3,5.4116460518550396,7,2007,7,5,12.46651198158808,20,3.5,0.0,409,13.849368318756074,381.2839465261375,1,0
116,160,50,8.080237416216702,2,10,20,2,3,21,1,7,1999,1999,6,4,3,7,419,2,0,310,729,4,1,5,7.284820912568604,8,1,2,3,0.0,6,2007,7,5,12.078239274020289,20,2.5,3.4657359027997265,306,15.593150684931507,278.7656781631096,0,1
117,20,40,9.360138737064577,2,10,20,5,3,7,3,5,1962,1962,3,3,3,3,170,5,670,252,1092,3,1,5,6.9957661563048505,8,1,1,3,0.0,9,2009,7,5,11.842229212112828,30,1.5,5.099866427824199,281,12.301006404391583,335.6226693299651,0,1
118,20,40,9.05204779298159,2,10,20,2,3,5,3,5,2006,2007,6,4,3,2,0,2,0,1125,1125,4,1,5,7.025538314638521,8,0,2,3,4.382026634673881,4,2007,9,6,11.951180395901384,30,1.5,4.1588830833596715,281,11.00088809946714,0.0,1,1
119,60,40,9.423514392252901,2,10,20,2,3,13,3,7,1990,1990,6,4,3,7,1470,2,0,203,1673,4,1,5,8.07775756373692,8,2,3,3,5.905361848054571,5,2010,7,5,12.676076274775909,30,4.0,0.0,344,18.02568697729988,378.9863594570842,1,0
120,60,40,9.0432226489245,2,10,20,5,3,17,3,7,2005,2006,6,4,3,2,0,2,0,728,728,5,1,5,7.283448228756631,8,1,2,3,0.0,7,2006,9,6,12.007560729337492,30,2.5,3.1780538303479458,358,11.001371742112482,0.0,0,1
121,80,40,9.973619774716505,2,20,30,1,1,18,3,6,1969,1969,3,3,3,6,938,2,0,0,938,5,1,5,6.895682697747868,8,2,2,3,0.0,10,2006,7,5,12.100712129872347,20,2.0,5.560681631015528,306,14.993610223642172,281.10899366645424,0,1
122,50,20,8.70946507906336,2,10,20,5,3,2,3,2,1939,1950,6,3,3,2,0,2,0,732,732,4,1,5,7.023758954738443,8,0,1,2,0.0,6,2007,7,5,11.512925464970229,30,1.0,4.941642422609304,256,8.001364256480219,0.0,0,1
123,20,40,9.155250405658222,2,10,20,2,3,10,3,5,1958,1958,3,3,3,5,570,2,0,510,1080,4,1,5,6.984716320118266,8,0,1,3,0.0,6,2008,7,5,11.820410164718188,30,1.0,4.867534450455582,405,11.164662349676226,221.70293747902454,0,1
124,120,40,8.973604867142505,2,10,20,5,3,13,1,5,1993,1993,6,4,3,7,300,2,0,899,1199,5,1,5,7.089243155027514,8,0,2,3,0.0,3,2008,7,5,11.94405831982697,20,2.0,4.143134726391533,358,13.000833333333333,283.2469520112117,0,1
125,20,40,9.743494841225237,2,20,20,1,3,15,3,5,1979,1998,3,4,2,2,0,2,0,1362,1362,3,1,5,7.368970402194793,8,1,2,3,5.2574953720277815,1,2009,7,5,12.106252310247962,30,2.0,0.0,345,7.000733675715334,0.0,1,0
126,190,20,8.821732380934442,2,10,20,5,3,2,4,2,1935,1982,3,3,3,7,490,2,0,30,520,4,0,5,6.625392368007956,8,0,0,1,3.970291913552122,6,2006,7,5,11.344506813345266,20,2.0,0.0,357,15.525911708253359,271.34383927821085,1,0
127,120,40,8.502688505213357,2,20,20,5,3,11,1,5,1976,1976,3,4,3,6,120,2,0,958,1078,3,1,5,6.86484777797086,8,1,2,3,0.0,2,2007,7,5,11.759785542901755,20,2.0,5.3230099791384085,306,11.779425393883225,200.95676332691013,0,1
128,45,20,8.38662882139512,2,20,10,5,3,4,3,1,1930,1950,2,3,3,3,116,2,0,556,672,5,1,5,6.733401891837359,8,1,0,1,0.0,6,2007,7,5,11.37366339763672,10,1.0,0.0,370,8.690936106983655,93.03019163662545,0,0
129,60,40,8.934586870389676,2,10,20,5,3,10,3,7,1966,1966,3,3,3,5,512,2,0,148,660,3,1,5,7.206377291472252,8,1,2,3,5.236441962829949,7,2006,7,5,11.951180395901384,30,1.5,4.68213122712422,306,12.649016641452345,202.61407615655705,1,1
130,20,40,9.101975347298058,2,10,20,5,3,10,3,5,1958,1991,3,3,3,4,567,5,28,413,1008,3,1,4,6.959398512133975,8,0,2,3,0.0,7,2006,7,2,11.918390573078392,30,2.0,5.560681631015528,357,10.977205153617442,291.91971413730727,0,1
131,60,40,9.560997243589352,2,10,20,2,3,10,3,7,1966,1966,3,3,3,4,445,2,0,479,924,5,1,5,7.676473646389156,8,2,2,3,4.653960350157523,5,2006,7,5,12.328290278254423,30,2.5,4.189654742026425,379,10.406486486486486,166.65568070133997,1,1
132,60,40,9.411156511406302,2,20,20,2,3,14,3,7,2000,2000,6,4,3,7,695,2,0,297,992,5,1,5,7.627544390488503,8,1,2,3,3.1780538303479458,7,2009,7,5,12.404923504275338,30,3.5,3.871201010907891,358,16.600201409869083,316.1738657557717,1,1
133,20,40,8.90761234131913,2,10,20,2,3,10,3,5,1959,2002,3,3,3,4,405,2,0,658,1063,4,1,5,7.190676034332207,8,0,2,3,0.0,7,2007,7,5,11.923378114589433,30,2.0,0.0,319,9.904135338345865,167.45209684770435,0,0
134,20,40,8.832441791585824,2,20,20,5,3,22,3,5,2001,2002,6,5,3,7,1005,2,0,262,1267,5,1,5,7.16703787691222,8,0,2,3,5.2574953720277815,6,2009,7,5,12.301382825334498,30,3.0,3.2188758248682006,408,20.341482649842273,345.8000657742341,1,1
135,20,40,9.24329147211587,2,20,20,5,3,7,3,5,1968,1993,3,3,3,4,570,2,0,891,1461,4,1,5,7.450660796211539,7,1,2,3,0.0,7,2006,7,5,12.100712129872347,30,2.5,5.62040086571715,306,9.950068399452805,185.02793509206313,0,1
136,20,40,9.249561085129464,2,10,20,5,3,15,3,5,1970,1970,6,3,3,2,0,2,0,1304,1304,4,1,5,7.427738840532894,8,1,2,3,4.584967478670572,5,2008,7,5,12.066810578196666,30,2.0,0.0,366,8.000766283524904,0.0,1,0
137,20,40,9.245224773829685,2,20,20,2,3,10,3,5,1967,1967,3,3,3,5,695,2,0,519,1214,3,1,5,7.101675971619444,8,1,1,3,0.0,7,2007,7,5,11.870599909242044,30,2.0,4.709530201312334,281,11.432921810699588,232.44170872922518,0,1
138,90,40,9.311994025702683,2,10,20,5,3,12,5,5,1988,1989,3,3,3,2,0,2,0,1907,1907,4,1,5,7.580189417944541,8,0,3,3,0.0,7,2006,7,3,12.049418835484797,10,3.0,0.0,331,8.000524109014675,0.0,0,0
139,60,40,9.112286431500795,2,20,20,5,3,17,3,7,1999,2000,6,4,3,7,668,2,0,336,1004,5,1,5,7.524021415206125,8,2,3,3,5.4116460518550396,12,2008,7,5,12.345834587905333,30,2.5,4.663439094112067,408,16.318407960199004,314.8096843733125,1,1
140,60,40,9.643809676493944,2,20,20,5,3,17,3,7,1997,1997,6,4,3,7,821,2,0,107,928,5,1,5,7.475339236566737,8,0,2,3,5.62040086571715,8,2009,7,5,12.352335152508426,30,3.5,4.59511985013459,319,18.071044133476857,321.0813458055229,1,1
141,20,40,9.259130536145614,2,10,20,3,3,10,3,5,1971,1971,3,3,3,6,432,2,0,432,864,3,1,5,6.761572768804055,8,1,0,3,0.0,4,2010,2,5,11.652687407345388,30,1.0,0.0,256,11.497109826589595,246.32854297204216,0,0
142,20,40,9.36263218231844,2,10,20,5,3,17,3,5,2005,2005,6,4,3,7,1300,2,0,434,1734,5,1,5,7.458186157340487,8,0,2,3,5.075173815233827,1,2006,7,5,12.468436909997665,30,3.0,3.1780538303479458,383,16.994812680115274,374.40168818327476,1,1
143,50,40,9.050171619823361,2,10,20,2,3,10,3,2,1952,1952,3,3,3,4,507,2,0,403,910,2,1,5,7.233455418621439,8,0,2,3,0.0,6,2010,7,5,12.01974306733868,30,2.0,0.0,217,10.783754116355654,169.83153238042354,0,0
144,20,40,9.24329147211587,2,20,20,5,3,17,3,5,1999,1999,6,4,3,7,679,2,0,811,1490,5,1,5,7.313886831633462,8,0,2,3,4.969813299576001,6,2009,7,5,12.225875272826354,30,3.0,3.367295829986474,383,14.643863179074447,333.60776114329553,1,1
145,90,20,9.116029692504942,2,10,20,5,3,7,5,5,1963,1963,3,3,3,4,1332,2,0,396,1728,3,1,5,7.454719949364001,8,0,2,3,0.0,11,2006,2,2,11.736069016284437,10,3.0,0.0,281,11.852515905147484,214.5690765293438,0,0
146,160,20,7.8328075165248645,2,10,20,5,3,5,2,7,2004,2006,6,4,3,2,0,2,0,970,970,5,1,5,7.443663683115591,4,0,2,3,0.0,4,2006,7,5,11.77528972943772,20,2.0,3.6888794541139363,358,11.001029866117404,0.0,0,1
147,30,20,8.719317375506371,2,10,20,2,3,6,3,5,1931,1993,2,3,3,5,209,2,0,506,715,3,1,4,6.774223886357614,8,0,1,3,3.871201010907891,11,2009,7,5,11.56171562913966,10,2.0,0.0,331,9.752793296089385,175.75087362641668,1,0
148,60,40,9.15957325492253,2,20,20,1,3,14,3,7,2001,2001,6,4,3,2,0,2,0,884,884,5,1,5,7.618251097876695,8,1,2,3,4.969813299576001,5,2010,7,5,12.312682380588432,30,2.5,3.871201010907891,383,11.001129943502825,0.0,1,1
149,20,40,8.922658299524402,2,10,20,5,3,13,3,5,2004,2005,6,4,3,7,680,2,0,400,1080,5,1,5,6.984716320118266,8,0,0,3,0.0,4,2008,7,5,11.856515169360305,30,2.0,0.0,344,16.033302497687327,318.9988875206903,0,0
150,50,20,8.738735461363474,2,10,20,5,3,6,3,2,1936,1950,2,4,3,2,0,2,0,896,896,4,1,4,7.203405521083095,8,0,1,3,5.298317366548036,4,2006,7,5,11.652687407345388,30,1.0,4.736198448394496,256,11.001114827201784,0.0,1,1
151,20,40,9.245321340871428,2,10,20,2,3,17,3,5,1975,1975,3,3,3,5,716,2,0,253,969,3,1,5,6.876264611890766,8,0,2,3,0.0,1,2007,7,5,11.711776323715394,30,1.5,0.0,306,12.429896907216495,226.09371624176714,0,0
152,20,40,9.53899642739739,2,10,20,5,3,25,3,5,2007,2008,6,5,3,7,1400,2,0,310,1710,5,1,5,7.444248649496705,8,1,3,3,0.0,1,2008,9,6,12.827729194939907,30,3.0,4.624972813284271,408,20.54646405610754,377.56167324101597,0,1
153,60,40,9.602585141913492,2,20,20,1,3,15,3,7,1971,1971,3,3,3,4,416,2,0,409,825,4,1,5,7.597396320212795,8,1,2,3,0.0,6,2006,7,5,12.154779351142624,30,2.5,4.189654742026425,306,10.519370460048426,162.087181542141,0,1
154,20,40,9.51044496442652,2,10,20,5,3,18,3,5,1960,1975,3,4,3,5,429,6,1080,93,1602,4,1,5,7.132497551660044,8,1,2,3,6.013715156042802,3,2008,7,5,12.367340793126296,30,2.0,0.0,366,17.32252027448534,533.0513232471313,1,0
155,30,20,9.336091577281744,2,10,20,2,3,4,3,5,1923,1950,2,3,3,2,0,2,0,1200,1200,3,1,4,7.090076835776092,8,0,1,3,0.0,3,2006,7,3,11.736069016284437,10,1.0,5.429345628954441,306,8.000832639467111,0.0,0,1
156,50,40,9.169518377455928,2,10,20,2,3,5,3,2,1924,1950,2,3,3,2,0,2,0,572,572,2,0,2,6.999422467507961,8,0,0,1,0.0,4,2008,7,5,11.27720313144916,30,1.0,4.912654885736052,306,8.00174520069808,0.0,0,1
157,20,40,8.881836305004146,2,10,20,5,3,10,3,5,1950,1950,3,3,3,2,0,2,0,0,0,3,1,2,6.946975992135418,8,0,2,3,0.0,6,2006,7,5,11.603679828238693,30,1.0,0.0,331,9.0,0.0,0,0
158,60,40,9.392911897525345,2,10,20,2,3,22,3,7,2009,2010,6,5,3,2,0,2,0,774,774,5,1,5,7.584773077612199,8,1,3,3,0.0,5,2010,9,6,12.504323669331189,30,2.5,4.31748811353631,421,14.001290322580646,0.0,0,1
159,60,50,9.437635294412868,2,10,20,2,3,21,3,7,2004,2005,6,4,3,7,222,2,0,769,991,5,1,5,7.5740450053721995,8,1,2,3,0.0,5,2010,7,5,12.448626590364206,30,2.5,4.912654885736052,383,12.79133064516129,261.155916116213,0,1
160,60,40,9.87189368094495,2,20,40,2,3,14,3,7,2005,2006,6,4,3,7,57,2,0,1335,1392,5,1,5,7.808729306744399,8,1,2,3,5.476463551931511,3,2006,9,6,12.676076274775909,30,3.5,5.703782474656201,383,11.328068916008615,205.76093889489033,1,1
161,20,40,9.316500567804573,2,20,20,1,3,20,3,5,1984,1984,6,4,3,5,660,2,0,572,1232,3,1,5,7.116394144093465,8,0,2,3,0.0,6,2008,7,5,11.998433280751929,30,2.0,0.0,336,14.2124898621249,231.08690282593506,0,0
162,60,40,9.52427481557203,2,20,20,5,3,25,3,7,2003,2004,6,5,3,7,1016,2,0,556,1572,5,1,5,7.889084407035514,8,2,3,3,5.991464547107982,3,2008,7,5,12.929991484756872,30,3.5,0.0,446,19.16783216783217,356.79189543764636,1,0
163,20,40,9.40771473139643,2,10,20,2,3,25,3,5,2005,2005,6,4,3,5,1201,2,0,340,1541,5,1,5,7.340186835320115,8,1,2,3,0.0,5,2010,9,6,12.301382825334498,30,2.0,4.248495242049359,383,15.673800259403373,260.29656329581945,0,1
164,45,40,8.612503371220562,2,10,20,5,3,4,3,1,1956,1956,3,3,3,2,0,2,0,882,882,5,1,5,6.782192056006791,8,0,0,3,0.0,4,2007,7,5,11.544424132029599,10,1.0,0.0,276,8.001132502831258,0.0,0,0
165,40,20,8.594154232552366,2,10,20,2,3,4,3,5,1926,2004,2,3,3,3,370,2,0,779,1149,4,1,4,7.38770923908104,8,0,1,3,0.0,10,2007,7,5,11.931635799828413,20,2.0,5.209486152841421,418,9.287826086956521,125.08360776376635,0,1
166,190,40,9.220884585851854,2,10,20,5,3,5,4,2,1940,1999,2,3,3,6,351,4,181,112,644,4,1,5,7.2115567333138015,8,0,0,3,4.941642422609304,9,2008,7,5,11.755871643580617,20,3.0,0.0,370,13.213953488372093,362.2638746777848,1,0
167,20,40,9.278746404640243,2,20,20,5,3,18,3,5,1955,1993,3,3,3,3,379,5,768,470,1617,5,1,4,7.532088143541722,8,3,1,3,6.16541785423142,11,2009,3,5,12.154779351142624,30,2.0,4.955827057601261,320,11.785537700865266,377.1759105281627,1,1
168,60,40,9.26501793326688,2,10,20,5,3,25,3,7,2007,2007,6,5,3,7,1288,2,0,294,1582,5,1,5,7.6783263565068856,8,1,3,3,5.181783550292085,11,2007,9,6,12.693498620467778,30,2.5,4.787491742782046,421,20.509791535060014,369.32154818574674,1,1
169,60,40,9.01724094201035,2,20,20,5,3,14,3,7,2004,2004,6,4,3,2,0,2,0,840,840,5,1,5,7.450079569807499,8,1,2,3,4.605170185988092,5,2007,7,5,12.119969946476761,30,2.5,3.871201010907891,383,11.001189060642092,0.0,1,1
170,20,40,9.721305985943088,2,20,20,2,3,22,3,5,1981,1981,3,4,3,2,0,2,0,1686,1686,3,1,5,7.442492722794441,8,1,2,3,6.352629396319567,1,2006,7,5,12.337100907936577,30,2.5,4.1588830833596715,435,11.000592768227623,0.0,1,1
171,50,20,9.422058905620926,2,20,20,5,3,4,3,2,1941,1950,3,3,3,4,360,2,0,360,720,3,1,5,7.231287004327616,8,0,2,3,5.4680601411351315,5,2007,7,5,11.763684183317412,30,1.5,0.0,306,10.497919556171983,155.01032306920015,1,0
172,20,40,10.366277727263562,2,20,20,2,3,10,3,5,1960,1960,3,3,4,5,639,2,0,441,1080,2,1,5,7.412160334945205,8,2,2,2,5.3471075307174685,5,2010,7,5,12.2783933071098,30,2.0,4.127134385045092,306,14.547641073080483,225.6875114804074,1,1
173,160,40,8.576593534697684,2,20,20,5,3,23,1,7,1987,1987,6,4,4,7,495,4,215,354,1064,4,1,5,7.4770384723196965,8,1,2,3,6.089044875446846,6,2006,7,5,12.384218830913648,20,3.0,3.5553480614894135,505,19.728638497652582,452.72901796227853,1,1
174,20,40,9.229848838364227,2,20,20,5,3,10,3,5,1961,1961,3,3,3,6,288,4,374,700,1362,3,1,5,7.216709486709457,8,1,2,3,0.0,6,2008,3,5,12.0015054797889,30,2.5,2.995732273553991,306,10.851797505502569,416.4916977530076,0,1
175,20,40,9.426741242423,2,20,20,5,3,22,3,5,1986,1986,3,4,2,6,1398,3,208,0,1606,3,1,5,7.409136443920128,6,1,2,3,5.2574953720277815,11,2008,7,5,12.122691036591123,30,3.0,0.0,306,13.607965152457997,439.1484092969137,1,0
176,20,40,9.442641861075158,2,10,20,2,3,5,3,5,1950,2001,3,3,4,6,477,2,0,725,1202,3,1,5,7.67693714581808,8,1,2,3,0.0,6,2007,7,5,12.400816722322686,30,3.0,4.219507705176107,379,13.776392352452204,262.5505135143851,0,1
177,60,40,9.213236175088209,2,20,20,2,3,18,3,7,1988,1989,6,4,3,7,831,2,0,320,1151,3,1,5,7.630461261783627,8,1,2,3,0.0,9,2007,7,5,12.259613412458204,30,3.0,6.040254711277414,345,16.771701388888886,331.7860586967637,0,1
178,50,40,9.521494800613105,2,10,20,5,3,7,3,2,1958,1958,3,3,3,6,57,5,441,554,1052,5,1,5,7.560080465021827,8,1,2,3,0.0,7,2006,7,5,12.058152515453552,30,3.0,0.0,385,10.892687559354226,381.5087109286019,0,0
179,20,40,9.765546451422905,2,20,20,1,3,23,3,5,2008,2009,6,5,3,7,1904,2,0,312,2216,5,1,5,7.711548979629146,8,1,3,3,0.0,7,2009,9,6,13.1260306447518,30,3.0,4.0943445622221,485,20.870996842580062,407.27230561559264,0,1
180,30,20,9.050171619823361,2,10,20,5,3,4,3,5,1923,2006,3,3,3,2,0,2,0,968,968,3,1,5,6.875232087276577,8,0,2,1,0.0,7,2007,7,5,11.512925464970229,10,1.0,5.214935757608986,345,8.001031991744066,0.0,0,1
181,160,50,7.6577552711348655,2,10,20,5,3,21,2,7,2000,2000,6,4,3,7,436,2,0,320,756,5,1,5,7.329749689041512,8,1,2,3,0.0,6,2007,7,5,12.083905011555967,20,2.5,0.0,358,15.60898282694848,282.14259994844866,0,0
182,70,40,8.934323331054905,2,10,20,5,3,19,3,7,1920,1950,2,2,3,3,352,2,0,441,793,4,1,5,7.496652438168283,8,1,1,3,0.0,7,2006,7,5,12.206572520571825,20,1.5,3.6888794541139363,366,6.77455919395466,117.51269051665182,0,1
183,20,40,9.111624399037025,2,10,20,5,3,5,3,5,1957,2006,6,3,3,2,0,2,0,0,0,5,1,5,7.200424892944957,8,1,1,3,4.7535901911063645,6,2007,7,5,11.695247021764184,30,1.0,5.19295685089021,306,9.0,0.0,1,1
184,50,20,9.343646739284408,2,10,20,5,3,4,3,2,2003,2003,6,4,3,2,0,2,0,1362,1362,5,1,5,7.641084249174914,5,0,2,1,5.634789603169249,6,2008,7,5,12.206072645530174,30,2.5,5.472270673671475,344,11.000733675715335,0.0,1,1
185,50,40,8.914357274485015,2,20,20,5,3,6,3,2,1908,1991,6,2,3,2,0,2,0,504,504,4,1,5,7.132497551660044,8,0,2,3,4.6443908991413725,6,2006,7,5,11.751942365440728,30,1.0,0.0,356,5.001980198019802,0.0,1,0
186,75,20,10.04107321548869,2,30,20,5,3,4,3,8,1892,1993,2,3,3,2,0,2,0,1107,1107,5,1,5,8.190908881182514,8,2,3,3,0.0,6,2006,7,5,13.071070083016778,20,2.5,6.507277712385012,723,8.000902527075812,0.0,0,1
187,80,40,9.205026277152413,2,20,20,1,3,12,3,6,1990,1991,6,4,3,7,611,2,0,577,1188,5,1,5,7.104144092987527,8,0,2,3,5.123963979403259,6,2009,7,5,12.061046873479915,20,3.0,3.295836866004329,344,15.111858704793944,318.05223534630625,1,1
188,50,40,9.250522161609014,2,10,20,5,3,4,3,2,1916,1987,3,2,3,2,0,2,0,660,660,5,1,5,7.412160334945205,6,0,1,1,0.0,8,2009,7,5,11.813030057420567,30,2.5,4.941642422609304,331,5.001512859304085,0.0,0,1
189,90,40,8.85623355614316,2,10,10,5,3,13,5,4,1979,1979,3,4,3,7,1086,2,0,0,1086,3,1,5,7.1098794630722715,8,2,2,3,4.787491742782046,6,2009,7,4,11.940393392554734,10,3.0,0.0,281,18.993560257589696,342.1358798691246,1,0
190,120,40,8.5016733797582,2,10,20,5,3,23,1,5,2001,2002,6,5,3,7,1153,2,0,440,1593,5,1,5,7.373374309910049,8,1,2,3,0.0,8,2008,7,5,12.56374708980199,20,2.5,5.840641657373398,421,19.78732747804266,363.95806505056686,0,1
191,70,40,9.265775078864284,2,10,10,5,2,19,3,7,1932,1994,3,4,4,4,297,2,0,556,853,3,1,5,7.910957382845589,4,2,2,3,0.0,12,2007,7,5,12.66032791780777,20,2.5,4.30406509320417,528,16.740046838407494,153.81995615397005,0,1
192,60,40,8.918917979908679,2,20,20,1,3,10,3,7,1972,2004,3,3,3,6,626,2,0,99,725,4,1,5,7.2991214627108,8,0,2,3,0.0,6,2007,7,5,12.122691036591123,30,2.5,3.4657359027997265,484,14.037190082644628,254.58034487539268,0,1
193,20,40,9.106866963499908,2,20,20,5,3,17,3,5,1999,1999,6,4,3,7,560,2,0,871,1431,5,1,5,7.266128779556451,8,0,2,3,0.0,9,2009,7,5,12.165250651009918,30,3.0,3.5553480614894135,383,14.129189944134078,321.97892284897586,0,1
194,160,20,7.8328075165248645,2,10,20,5,3,5,2,7,2004,2004,6,4,3,2,0,2,0,970,970,5,1,5,7.443663683115591,4,0,2,3,0.0,5,2006,7,5,11.77528972943772,20,2.0,3.6888794541139363,383,11.001029866117404,0.0,0,1
195,20,40,8.87905466204227,2,20,20,5,3,17,3,5,1972,1972,3,3,3,6,390,2,0,474,864,3,1,5,6.761572768804055,8,0,1,3,0.0,5,2008,7,5,11.751942365440728,30,1.0,0.0,331,11.15722543352601,242.18852840496248,0,0
196,160,40,7.731930721948486,2,10,20,3,3,11,2,7,1976,1976,3,4,3,6,566,2,0,289,855,3,1,5,7.283448228756631,8,1,2,3,4.465908118654584,7,2009,7,5,11.908340237224891,20,2.5,0.0,336,15.629672897196263,256.87092180393347,1,0
197,20,40,9.150165648940114,2,10,20,5,3,21,3,5,2007,2007,6,5,3,7,1126,2,0,600,1726,5,1,5,7.453561871643373,8,1,3,3,5.14166355650266,9,2007,9,6,12.650348126203179,30,3.0,6.0014148779611505,435,19.216560509554142,366.67815651712186,1,1
198,75,40,10.143252204866574,2,10,20,2,3,10,3,7,1918,1990,6,3,3,7,1036,3,184,140,1360,4,1,5,8.043020885298283,8,1,2,3,0.0,3,2006,7,2,12.367340793126296,20,3.5,6.342121418721152,420,14.631153563556209,463.768389391846,0,1
199,75,20,8.616133139271142,2,10,20,2,3,4,3,8,1912,1950,3,3,3,2,0,2,0,755,755,5,1,5,7.709308333385869,8,0,0,3,0.0,7,2009,7,2,11.55214617812351,20,1.0,5.429345628954441,336,8.001322751322752,0.0,0,1
200,20,40,9.16858043772795,2,10,20,5,3,25,3,5,2004,2005,6,5,3,7,1088,2,0,625,1713,5,1,5,7.44600149832412,8,1,3,3,0.0,1,2009,7,5,12.524162674153336,30,3.0,5.278114659230517,421,19.078763127187866,364.5185754883205,0,1
201,20,20,9.05321861620397,2,10,20,2,3,5,3,5,2003,2004,6,4,3,2,0,2,0,1121,1121,5,1,5,7.02197642307216,8,0,2,3,4.882801922586371,3,2010,7,5,11.84939770159144,30,2.0,4.1588830833596715,256,11.000891265597147,0.0,1,1
202,20,40,9.22276289197474,2,10,20,5,3,12,3,5,1977,1977,3,3,3,6,641,3,279,276,1196,3,1,5,7.153833801578843,8,2,2,3,5.472270673671475,2,2008,7,5,12.052338545588132,30,2.5,4.418840607796598,336,12.681704260651628,394.720436354265,1,1
